"nowotwor" "gen" "pvalue" "n_cancer"
"5196" "COADREAD" "PKHD1" 6e-06 5
"5198" "GBMLGG" "PKHD1" 0.003575 5
"5202" "LGG" "PKHD1" 3e-06 5
"5204" "LUSC" "PKHD1" 0.01808 5
"5208" "UCEC" "PKHD1" 0.010005 5
"5210" "COADREAD" "PKHD1L1" 0.008661 5
"5214" "KIPAN" "PKHD1L1" 0.034068 5
"5215" "KIRC" "PKHD1L1" 0.027095 5
"5221" "THCA" "PKHD1L1" 0.01027 5
"5222" "UCEC" "PKHD1L1" 0.005886 5
"5224" "COADREAD" "PLCE1" 0.017934 3
"5227" "HNSC" "PLCE1" 0.000577 3
"5236" "UCEC" "PLCE1" 0.008001 3
"5238" "COADREAD" "PLCG2" 0 5
"5239" "GBM" "PLCG2" 0.005103 5
"5240" "GBMLGG" "PLCG2" 0.023481 5
"5247" "OV" "PLCG2" 0 5
"5250" "UCEC" "PLCG2" 0.024993 5
"5259" "LUAD" "PLEKHH2" 0 3
"5261" "OV" "PLEKHH2" 0 3
"5264" "UCEC" "PLEKHH2" 0.045011 3
"5273" "LUAD" "PLXNA2" 0.023204 3
"5275" "OV" "PLXNA2" 0 3
"5278" "UCEC" "PLXNA2" 0.029228 3
"5279" "BRCA" "PLXNA4" 0.029967 2
"5280" "COADREAD" "PLXNA4" 1e-06 2
"5303" "OV" "PLXNC1" 0 2
"5306" "UCEC" "PLXNC1" 0.029052 2
"5313" "KIRC" "POLA1" 0.000353 4
"5315" "LUAD" "POLA1" 0 4
"5317" "OV" "POLA1" 0 4
"5320" "UCEC" "POLA1" 0.040678 4
"5322" "COADREAD" "POLE" 0.001082 4
"5323" "GBM" "POLE" 0.029434 4
"5329" "LUAD" "POLE" 0.000283 4
"5334" "UCEC" "POLE" 0.022013 4
"5345" "OV" "POLQ" 0 2
"5348" "UCEC" "POLQ" 0.026996 2
"5355" "KIRC" "PPFIA2" 0.000649 2
"5362" "UCEC" "PPFIA2" 0.023093 2
"5364" "COADREAD" "PPL" 0.001269 3
"5373" "OV" "PPL" 0 3
"5376" "UCEC" "PPL" 0.033467 3
"5378" "COADREAD" "PPP1R3A" 0.001845 3
"5380" "GBMLGG" "PPP1R3A" 0.019195 3
"5390" "UCEC" "PPP1R3A" 0.021827 3
"5399" "LUAD" "PPP2R1A" 0 4
"5401" "OV" "PPP2R1A" 0 4
"5403" "THCA" "PPP2R1A" 0.006725 4
"5404" "UCEC" "PPP2R1A" 0.047199 4
"5418" "UCEC" "PRKDC" 0.01628 1
"5427" "LUAD" "PRPF8" 0 3
"5429" "OV" "PRPF8" 0 3
"5432" "UCEC" "PRPF8" 0.041333 3
"5441" "LUAD" "PRUNE2" 0.000469 2
"5446" "UCEC" "PRUNE2" 0.005401 2
"5448" "COADREAD" "PTCH1" 0.043239 4
"5457" "OV" "PTCH1" 0 4
"5459" "THCA" "PTCH1" 0.047726 4
"5460" "UCEC" "PTCH1" 0.025301 4
"5464" "GBMLGG" "PTEN" 0 4
"5468" "LGG" "PTEN" 0 4
"5470" "LUSC" "PTEN" 0.04666 4
"5474" "UCEC" "PTEN" 0.006986 4
"5476" "COADREAD" "PTPN13" 0 2
"5488" "UCEC" "PTPN13" 0.012633 2
"5499" "OV" "PTPN14" 0 2
"5502" "UCEC" "PTPN14" 0.023868 2
"5513" "OV" "PTPRJ" 2.3e-05 2
"5514" "STES" "PTPRJ" 0.035241 2
"5525" "LUAD" "PTPRK" 0 3
"5527" "OV" "PTPRK" 0 3
"5530" "UCEC" "PTPRK" 0.040794 3
"5541" "OV" "PTPRQ" 0 2
"5544" "UCEC" "PTPRQ" 0.033315 2
"5546" "COADREAD" "PTPRT" 0.024184 4
"5548" "GBMLGG" "PTPRT" 0.015771 4
"5551" "KIRC" "PTPRT" 0.016399 4
"5556" "STES" "PTPRT" 0.036084 4
"5564" "KIPAN" "PTPRZ1" 0.034225 4
"5565" "KIRC" "PTPRZ1" 0.004041 4
"5571" "THCA" "PTPRZ1" 0.047726 4
"5572" "UCEC" "PTPRZ1" 0.010657 4
"5586" "UCEC" "PXDNL" 0.021376 1
"5588" "COADREAD" "RANBP2" 0 2
"5598" "STES" "RANBP2" 0.010222 2
"5609" "LUAD" "RASA1" 0 3
"5611" "OV" "RASA1" 0 3
"5614" "UCEC" "RASA1" 0.044444 3
"5616" "COADREAD" "RELN" 0.002353 6
"5618" "GBMLGG" "RELN" 0.015478 6
"5620" "KIPAN" "RELN" 4.6e-05 6
"5621" "KIRC" "RELN" 0.001027 6
"5624" "LUSC" "RELN" 0.000231 6
"5628" "UCEC" "RELN" 0.004048 6
"5630" "COADREAD" "REV3L" 0.003388 4
"5637" "LUAD" "REV3L" 0 4
"5639" "OV" "REV3L" 0 4
"5642" "UCEC" "REV3L" 0.037758 4
"5654" "STES" "RGPD3" 0.037217 2
"5656" "UCEC" "RGPD3" 0.020736 2
"5658" "COADREAD" "RIF1" 0.001057 3
"5661" "HNSC" "RIF1" 0.041504 3
"5670" "UCEC" "RIF1" 0.022272 3
"5682" "STES" "RIMBP2" 0.002335 1
"5698" "UCEC" "RIMS1" 0.007013 1
"5699" "BRCA" "RNF17" 1e-06 2
"5712" "UCEC" "RNF17" 0.023195 2
"5715" "GBM" "RNF213" 0.02694 2
"5726" "UCEC" "RNF213" 0.017255 2
"5737" "OV" "ROBO1" 0 2
"5740" "UCEC" "ROBO1" 0.031612 2
"5742" "COADREAD" "ROS1" 1e-06 4
"5749" "LUAD" "ROS1" 0 4
"5751" "OV" "ROS1" 0 4
"5754" "UCEC" "ROS1" 0.04112 4
"5756" "COADREAD" "RP1" 0.000693 2
"5768" "UCEC" "RP1" 0.009409 2
"5779" "OV" "RP1L1" 0 2
"5782" "UCEC" "RP1L1" 0.03141 2
"5786" "GBMLGG" "RTTN" 0.026083 4
"5787" "HNSC" "RTTN" 0.007279 4
"5793" "OV" "RTTN" 0 4
"5796" "UCEC" "RTTN" 0.031715 4
"5798" "COADREAD" "RYR1" 0.013876 2
"5810" "UCEC" "RYR1" 0.000701 2
"5812" "COADREAD" "RYR2" 2e-06 4
"5814" "GBMLGG" "RYR2" 0.016322 4
"5820" "LUSC" "RYR2" 0.048004 4
"5824" "UCEC" "RYR2" 0.002668 4
"5826" "COADREAD" "RYR3" 0 4
"5828" "GBMLGG" "RYR3" 0.014365 4
"5834" "LUSC" "RYR3" 0.048958 4
"5838" "UCEC" "RYR3" 0.002465 4
"5840" "COADREAD" "SACS" 8e-06 3
"5846" "LGG" "SACS" 0.000343 3
"5852" "UCEC" "SACS" 0.000286 3
"5854" "COADREAD" "SAMD9" 5.4e-05 3
"5863" "OV" "SAMD9" 0 3
"5866" "UCEC" "SAMD9" 0.030712 3
"5875" "LUAD" "SAMD9L" 0 4
"5877" "OV" "SAMD9L" 0 4
"5879" "THCA" "SAMD9L" 0 4
"5880" "UCEC" "SAMD9L" 0.038418 4
"5891" "OV" "SBF2" 0 2
"5894" "UCEC" "SBF2" 0.026894 2
"5896" "COADREAD" "SCAPER" 0 5
"5901" "KIRC" "SCAPER" 0.029645 5
"5903" "LUAD" "SCAPER" 0 5
"5905" "OV" "SCAPER" 0 5
"5908" "UCEC" "SCAPER" 0.037362 5
"5910" "COADREAD" "SCN1A" 0 3
"5919" "OV" "SCN1A" 0 3
"5922" "UCEC" "SCN1A" 0.031754 3
"5936" "UCEC" "SCN2A" 0.00818 1
"5949" "THCA" "SCN3A" 0.018642 2
"5950" "UCEC" "SCN3A" 0.023487 2
"5952" "COADREAD" "SCN7A" 4e-06 4
"5953" "GBM" "SCN7A" 0.014688 4
"5954" "GBMLGG" "SCN7A" 0.009943 4
"5964" "UCEC" "SCN7A" 0.018098 4
"5966" "COADREAD" "SCN8A" 0.000459 3
"5968" "GBMLGG" "SCN8A" 0.02576 3
"5978" "UCEC" "SCN8A" 0.021039 3
"5980" "COADREAD" "SCN9A" 0 6
"5981" "GBM" "SCN9A" 0.046448 6
"5982" "GBMLGG" "SCN9A" 9.6e-05 6
"5987" "LUAD" "SCN9A" 0.037644 6
"5989" "OV" "SCN9A" 0 6
"5992" "UCEC" "SCN9A" 0.032014 6
"6006" "UCEC" "SDK1" 0.023673 1
"6008" "COADREAD" "SEMA6D" 0.003606 4
"6009" "GBM" "SEMA6D" 3.7e-05 4
"6017" "OV" "SEMA6D" 0 4
"6020" "UCEC" "SEMA6D" 0.03043 4
"6026" "KIPAN" "SETD2" 0.01705 2
"6034" "UCEC" "SETD2" 0.016517 2
"6037" "GBM" "SETX" 4.8e-05 3
"6042" "LGG" "SETX" 0.047641 3
"6048" "UCEC" "SETX" 0.012973 3
"6050" "COADREAD" "SI" 0.003104 2
"6062" "UCEC" "SI" 0.004689 2
"6064" "COADREAD" "SIPA1L1" 0.000289 3
"6070" "LGG" "SIPA1L1" 0.024617 3
"6076" "UCEC" "SIPA1L1" 0.020314 3
"6087" "OV" "SLC12A1" 0 2
"6090" "UCEC" "SLC12A1" 0.032754 2
"6093" "GBM" "SLC9A10" 0.000217 5
"6094" "GBMLGG" "SLC9A10" 0 5
"6099" "LUAD" "SLC9A10" 0 5
"6101" "OV" "SLC9A10" 0 5
"6104" "UCEC" "SLC9A10" 0.037687 5
"6115" "OV" "SLITRK2" 0 2
"6118" "UCEC" "SLITRK2" 0.029184 2
"6120" "COADREAD" "SLITRK3" 5e-06 4
"6126" "LGG" "SLITRK3" 0 4
"6129" "OV" "SLITRK3" 0 4
"6132" "UCEC" "SLITRK3" 0.025443 4
"6133" "BRCA" "SLITRK4" 0.035006 6
"6134" "COADREAD" "SLITRK4" 0.00183 6
"6141" "LUAD" "SLITRK4" 0 6
"6143" "OV" "SLITRK4" 0 6
"6144" "STES" "SLITRK4" 0.013208 6
"6146" "UCEC" "SLITRK4" 0.04175 6
"6148" "COADREAD" "SMG1" 5.7e-05 4
"6150" "GBMLGG" "SMG1" 0.006304 4
"6157" "OV" "SMG1" 0 4
"6160" "UCEC" "SMG1" 0.036224 4
"6171" "OV" "SNRNP200" 0 2
"6174" "UCEC" "SNRNP200" 0.037091 2
"6183" "LUAD" "SORL1" 0 3
"6185" "OV" "SORL1" 0 3
"6188" "UCEC" "SORL1" 0.044122 3
"6190" "COADREAD" "SPEF2" 4e-05 3
"6198" "LUSC" "SPEF2" 0.043331 3
"6200" "STES" "SPEF2" 0.028768 3
"6203" "BRCA" "SPEN" 0.020956 3
"6204" "COADREAD" "SPEN" 0.02534 3
"6216" "UCEC" "SPEN" 0.011562 3
"6219" "GBM" "SPG11" 0.029713 4
"6220" "GBMLGG" "SPG11" 0.002389 4
"6227" "OV" "SPG11" 0 4
"6230" "UCEC" "SPG11" 0.031876 4
"6238" "LGG" "SPTB" 0.024983 4
"6239" "LUAD" "SPTB" 0 4
"6241" "OV" "SPTB" 0 4
"6244" "UCEC" "SPTB" 0.043048 4
"6246" "COADREAD" "SPTBN1" 0 4
"6250" "KIPAN" "SPTBN1" 0.040167 4
"6251" "KIRC" "SPTBN1" 0.01911 4
"6258" "UCEC" "SPTBN1" 0.011227 4
"6263" "HNSC" "SRGAP1" 0.000675 4
"6267" "LUAD" "SRGAP1" 0 4
"6269" "OV" "SRGAP1" 0 4
"6272" "UCEC" "SRGAP1" 0.049012 4
"6273" "BRCA" "SRRM2" 0.001114 4
"6278" "KIPAN" "SRRM2" 0.041888 4
"6283" "OV" "SRRM2" 0 4
"6286" "UCEC" "SRRM2" 0.036325 4
"6288" "COADREAD" "STAG1" 0.002401 2
"6298" "STES" "STAG1" 0.026236 2
"6303" "GBM" "STAG2" 0.002007 5
"6304" "GBMLGG" "STAG2" 0.006661 5
"6309" "LUAD" "STAG2" 0 5
"6311" "OV" "STAG2" 0 5
"6314" "UCEC" "STAG2" 0.047999 5
"6328" "UCEC" "STARD9" 0.021984 1
"6330" "COADREAD" "STXBP5L" 0.015347 6
"6332" "GBMLGG" "STXBP5L" 0.002044 6
"6336" "LGG" "STXBP5L" 0.000852 6
"6338" "LUSC" "STXBP5L" 0.024546 6
"6339" "OV" "STXBP5L" 0 6
"6342" "UCEC" "STXBP5L" 0.027022 6
"6343" "BRCA" "SULF1" 0.00207 5
"6351" "LUAD" "SULF1" 0 5
"6352" "LUSC" "SULF1" 0.031915 5
"6353" "OV" "SULF1" 0 5
"6356" "UCEC" "SULF1" 0.04998 5
"6364" "LGG" "SVEP1" 0.003511 3
"6366" "LUSC" "SVEP1" 0.000333 3
"6370" "UCEC" "SVEP1" 0.011034 3
"6372" "COADREAD" "SYCP2" 0.037931 3
"6374" "GBMLGG" "SYCP2" 0.028587 3
"6384" "UCEC" "SYCP2" 0.013446 3
"6386" "COADREAD" "SYNE1" 0 4
"6390" "KIPAN" "SYNE1" 0.003011 4
"6391" "KIRC" "SYNE1" 0.014726 4
"6398" "UCEC" "SYNE1" 2.8e-05 4
"6400" "COADREAD" "SYNE2" 0.006069 2
"6412" "UCEC" "SYNE2" 0.016739 2
"6414" "COADREAD" "SYNJ1" 0.028692 2
"6426" "UCEC" "SYNJ1" 0.020856 2
"6437" "OV" "SYNM" 0 2
"6440" "UCEC" "SYNM" 0.030891 2
"6454" "UCEC" "SYTL2" 0.015892 1
"6456" "COADREAD" "TACC2" 0.015966 4
"6462" "LGG" "TACC2" 0.006304 4
"6467" "THCA" "TACC2" 0.042768 4
"6468" "UCEC" "TACC2" 0.01058 4
"6470" "COADREAD" "TAF1" 0.005515 3
"6473" "HNSC" "TAF1" 0.009361 3
"6482" "UCEC" "TAF1" 0.007842 3
"6485" "GBM" "TAF1L" 0.033328 3
"6486" "GBMLGG" "TAF1L" 0.00915 3
"6496" "UCEC" "TAF1L" 0.023807 3
"6498" "COADREAD" "TDRD6" 4.2e-05 4
"6505" "LUAD" "TDRD6" 0 4
"6507" "OV" "TDRD6" 0 4
"6510" "UCEC" "TDRD6" 0.04227 4
"6512" "COADREAD" "TECTA" 0.000147 2
"6522" "STES" "TECTA" 0.014435 2
"6536" "STES" "TEP1" 0.013504 2
"6537" "THCA" "TEP1" 0.029338 2
"6540" "COADREAD" "TET1" 7.5e-05 4
"6545" "KIRC" "TET1" 0.047281 4
"6549" "OV" "TET1" 0 4
"6552" "UCEC" "TET1" 0.03237 4
"6556" "GBMLGG" "TET2" 0.022395 4
"6561" "LUAD" "TET2" 0 4
"6563" "OV" "TET2" 0 4
"6566" "UCEC" "TET2" 0.044697 4
"6568" "COADREAD" "TEX15" 1e-06 4
"6570" "GBMLGG" "TEX15" 0.017501 4
"6576" "LUSC" "TEX15" 0.015254 4
"6580" "UCEC" "TEX15" 0.020221 4
"6582" "COADREAD" "TG" 0.012077 3
"6590" "LUSC" "TG" 0.013054 3
"6594" "UCEC" "TG" 0.003814 3
"6599" "HNSC" "THADA" 0.005921 4
"6604" "LUSC" "THADA" 0.022876 4
"6605" "OV" "THADA" 0 4
"6608" "UCEC" "THADA" 0.032574 4
"6614" "KIPAN" "THBS2" 0 4
"6615" "KIRC" "THBS2" 0 4
"6619" "OV" "THBS2" 0.039576 4
"6620" "STES" "THBS2" 0.030531 4
"6623" "BRCA" "THSD7A" 0.000644 4
"6624" "COADREAD" "THSD7A" 0.008142 4
"6633" "OV" "THSD7A" 0 4
"6636" "UCEC" "THSD7A" 0.035326 4
"6638" "COADREAD" "TIAM1" 0.0344 2
"6650" "UCEC" "TIAM1" 0.020706 2
"6664" "UCEC" "TLN2" 0.009184 1
"6666" "COADREAD" "TMEM131" 0.000222 3
"6675" "OV" "TMEM131" 0 3
"6678" "UCEC" "TMEM131" 0.031547 3
"6681" "GBM" "TMEM132D" 0.012779 3
"6682" "GBMLGG" "TMEM132D" 0.018146 3
"6690" "STES" "TMEM132D" 0.007295 3
"6694" "COADREAD" "TNC" 0.024453 2
"6706" "UCEC" "TNC" 0.025269 2
"6717" "OV" "TNIK" 0 2
"6720" "UCEC" "TNIK" 0.034509 2
"6722" "COADREAD" "TNRC6A" 0.000145 5
"6724" "GBMLGG" "TNRC6A" 0.045197 5
"6729" "LUAD" "TNRC6A" 0 5
"6731" "OV" "TNRC6A" 0 5
"6734" "UCEC" "TNRC6A" 0.038216 5
"6735" "BRCA" "TP53" 0.042587 5
"6738" "GBMLGG" "TP53" 1e-06 5
"6739" "HNSC" "TP53" 2.4e-05 5
"6741" "KIRC" "TP53" 0.002653 5
"6743" "LUAD" "TP53" 0.028442 5
"6750" "COADREAD" "TPR" 0.002676 3
"6759" "OV" "TPR" 0 3
"6762" "UCEC" "TPR" 0.027787 3
"6764" "COADREAD" "TPTE" 0.000206 4
"6771" "LUAD" "TPTE" 0 4
"6773" "OV" "TPTE" 0 4
"6776" "UCEC" "TPTE" 0.038832 4
"6778" "COADREAD" "TRANK1" 0 5
"6779" "GBM" "TRANK1" 6e-06 5
"6780" "GBMLGG" "TRANK1" 0.043989 5
"6781" "HNSC" "TRANK1" 0.019205 5
"6788" "STES" "TRANK1" 0.026896 5
"6792" "COADREAD" "TRIO" 2e-05 4
"6793" "GBM" "TRIO" 0.022276 4
"6794" "GBMLGG" "TRIO" 0.001232 4
"6804" "UCEC" "TRIO" 0.009296 4
"6806" "COADREAD" "TRIP12" 0.002063 5
"6813" "LUAD" "TRIP12" 0 5
"6814" "LUSC" "TRIP12" 0.010143 5
"6815" "OV" "TRIP12" 0 5
"6818" "UCEC" "TRIP12" 0.048898 5
"6822" "GBMLGG" "TRPA1" 0.03383 4
"6827" "LUAD" "TRPA1" 0 4
"6829" "OV" "TRPA1" 0 4
"6832" "UCEC" "TRPA1" 0.038188 4
"6834" "COADREAD" "TRPC4" 0.003188 4
"6841" "LUAD" "TRPC4" 0 4
"6843" "OV" "TRPC4" 0 4
"6846" "UCEC" "TRPC4" 0.046176 4
"6849" "GBM" "TRPS1" 0.007349 6
"6850" "GBMLGG" "TRPS1" 4.4e-05 6
"6855" "LUAD" "TRPS1" 0 6
"6857" "OV" "TRPS1" 0 6
"6859" "THCA" "TRPS1" 0 6
"6860" "UCEC" "TRPS1" 0.048364 6
"6871" "OV" "TRRAP" 0.047973 2
"6874" "UCEC" "TRRAP" 0.017238 2
"6876" "COADREAD" "TSHZ2" 9.8e-05 3
"6878" "GBMLGG" "TSHZ2" 0.019313 3
"6886" "STES" "TSHZ2" 0 3
"6890" "COADREAD" "TSHZ3" 0.048124 3
"6899" "OV" "TSHZ3" 0 3
"6902" "UCEC" "TSHZ3" 0.025129 3
"6904" "COADREAD" "TTN" 0 4
"6906" "GBMLGG" "TTN" 0.000133 4
"6912" "LUSC" "TTN" 0.000427 4
"6916" "UCEC" "TTN" 0 4
"6919" "GBM" "TUBGCP6" 0.000247 4
"6920" "GBMLGG" "TUBGCP6" 1e-06 4
"6927" "OV" "TUBGCP6" 0.041657 4
"6928" "STES" "TUBGCP6" 0.022624 4
"6932" "COADREAD" "UNC13C" 1.2e-05 4
"6934" "GBMLGG" "UNC13C" 0.00391 4
"6935" "HNSC" "UNC13C" 0.032524 4
"6944" "UCEC" "UNC13C" 0.020543 4
"6955" "OV" "UNC79" 0 2
"6958" "UCEC" "UNC79" 0.035747 2
"6960" "COADREAD" "UNC80" 0 4
"6965" "KIRC" "UNC80" 0.002714 4
"6969" "OV" "UNC80" 0 4
"6972" "UCEC" "UNC80" 0.007717 4
"6976" "GBMLGG" "Unknown" 0 1
"6988" "COADREAD" "USH2A" 0 3
"6994" "LGG" "USH2A" 0.038687 3
"7000" "UCEC" "USH2A" 1.1e-05 3
"7002" "COADREAD" "USP9X" 0 2
"7014" "UCEC" "USP9X" 0.004531 2
"7028" "UCEC" "UTRN" 0.004792 1
"7030" "COADREAD" "VCAN" 0.001517 2
"7042" "UCEC" "VCAN" 0.002229 2
"7045" "GBM" "VHL" 0.00259 3
"7046" "GBMLGG" "VHL" 0.003318 3
"7048" "KIPAN" "VHL" 0.007493 3
"7063" "KIRC" "VPRBP" 0.002818 3
"7067" "OV" "VPRBP" 0 3
"7070" "UCEC" "VPRBP" 0.032034 3
"7072" "COADREAD" "VPS13A" 8e-06 3
"7077" "KIRC" "VPS13A" 0.045369 3
"7084" "UCEC" "VPS13A" 0.008189 3
"7086" "COADREAD" "VPS13B" 2e-06 4
"7089" "HNSC" "VPS13B" 0.029199 4
"7097" "THCA" "VPS13B" 0 4
"7098" "UCEC" "VPS13B" 0.002608 4
"7107" "LUAD" "VPS13C" 0.039645 2
"7112" "UCEC" "VPS13C" 0.003209 2
"7123" "OV" "VPS13D" 0 2
"7126" "UCEC" "VPS13D" 0.033033 2
"7127" "BRCA" "VWF" 0.006731 3
"7130" "GBMLGG" "VWF" 0.024745 3
"7138" "STES" "VWF" 0.015624 3
"7148" "LGG" "WDFY3" 0.012076 3
"7152" "STES" "WDFY3" 0.010097 3
"7154" "UCEC" "WDFY3" 0.012188 3
"7168" "UCEC" "WDFY4" 0.013526 1
"7177" "LUAD" "WDR17" 0 3
"7179" "OV" "WDR17" 0 3
"7182" "UCEC" "WDR17" 0.046904 3
"7191" "LUAD" "WDR96" 0 4
"7193" "OV" "WDR96" 0 4
"7194" "STES" "WDR96" 4.7e-05 4
"7196" "UCEC" "WDR96" 0.046424 4
"7198" "COADREAD" "WRN" 0 3
"7207" "OV" "WRN" 0.049368 3
"7208" "STES" "WRN" 0.034653 3
"7212" "COADREAD" "XIRP2" 0.000112 2
"7224" "UCEC" "XIRP2" 0.003978 2
"7226" "COADREAD" "XRN2" 0.013596 4
"7229" "HNSC" "XRN2" 0.021809 4
"7235" "OV" "XRN2" 0 4
"7238" "UCEC" "XRN2" 0.031266 4
"7240" "COADREAD" "YLPM1" 0.004303 8
"7241" "GBM" "YLPM1" 0.002283 8
"7242" "GBMLGG" "YLPM1" 3.3e-05 8
"7243" "HNSC" "YLPM1" 0.030284 8
"7247" "LUAD" "YLPM1" 0 8
"7248" "LUSC" "YLPM1" 0.023872 8
"7249" "OV" "YLPM1" 0 8
"7252" "UCEC" "YLPM1" 0.047132 8
"7256" "GBMLGG" "YSK4" 0.00321 4
"7261" "LUAD" "YSK4" 0.019799 4
"7263" "OV" "YSK4" 0 4
"7266" "UCEC" "YSK4" 0.025898 4
"7274" "LGG" "ZC3H12B" 0.006745 4
"7275" "LUAD" "ZC3H12B" 0 4
"7277" "OV" "ZC3H12B" 0 4
"7280" "UCEC" "ZC3H12B" 0.047628 4
"7291" "OV" "ZC3H13" 0 2
"7294" "UCEC" "ZC3H13" 0.029065 2
"7295" "BRCA" "ZDBF2" 0.029553 3
"7296" "COADREAD" "ZDBF2" 0 3
"7308" "UCEC" "ZDBF2" 0.011961 3
"7310" "COADREAD" "ZEB2" 0.02661 4
"7317" "LUAD" "ZEB2" 0 4
"7319" "OV" "ZEB2" 0 4
"7322" "UCEC" "ZEB2" 0.041214 4
"7323" "BRCA" "ZFAT" 0.013261 3
"7324" "COADREAD" "ZFAT" 0.004319 3
"7334" "STES" "ZFAT" 0.019365 3
"7340" "GBMLGG" "ZFHX3" 0.00254 4
"7344" "LGG" "ZFHX3" 0 4
"7349" "THCA" "ZFHX3" 0.000136 4
"7350" "UCEC" "ZFHX3" 0.001634 4
"7352" "COADREAD" "ZFHX4" 0 4
"7357" "KIRC" "ZFHX4" 0.031167 4
"7359" "LUAD" "ZFHX4" 0.014638 4
"7364" "UCEC" "ZFHX4" 0.000113 4
"7371" "KIRC" "ZFP64" 0.002371 2
"7376" "STES" "ZFP64" 0.004525 2
"7380" "COADREAD" "ZMYM3" 0.035171 3
"7389" "OV" "ZMYM3" 0 3
"7392" "UCEC" "ZMYM3" 0.03104 3
"7394" "COADREAD" "ZNF208" 0.000451 4
"7401" "LUAD" "ZNF208" 0.015954 4
"7404" "STES" "ZNF208" 0.000318 4
"7406" "UCEC" "ZNF208" 0.03956 4
"7420" "UCEC" "ZNF292" 0.003303 1
"7431" "OV" "ZNF407" 0 2
"7434" "UCEC" "ZNF407" 0.031995 2
"7437" "GBM" "ZNF462" 0.017297 2
"7448" "UCEC" "ZNF462" 0.011992 2
"7455" "KIRC" "ZNF676" 0.012938 2
"7460" "STES" "ZNF676" 0.035327 2
"7464" "COADREAD" "ZNF709" 4e-06 5
"7471" "LUAD" "ZNF709" 0 5
"7473" "OV" "ZNF709" 0 5
"7475" "THCA" "ZNF709" 0.026869 5
"7476" "UCEC" "ZNF709" 0.041302 5
"7487" "OV" "ZNF99" 0 2
"7490" "UCEC" "ZNF99" 0.033977 2
